customerID,Churn_Probability,Risk_Category
7647-GYYKX,4.0,Low Risk
5647-FXOTP,0.0,Low Risk
5569-OUICF,98.0,High Risk
8821-XNHVZ,93.0,High Risk
2082-OJVTK,98.0,High Risk
9700-ISPUP,11.0,Low Risk
9839-ETQOE,3.0,Low Risk
6078-VESFR,44.0,Medium Risk
9027-TMATR,1.0,Low Risk
5940-NFXKV,72.0,High Risk
1941-HOSAM,83.0,High Risk
9110-HSGTV,0.0,Low Risk
0704-VCUMB,0.0,Low Risk
6171-ZTVYB,1.0,Low Risk
8053-WWDRO,40.0,Medium Risk
9564-KCLHR,65.0,High Risk
1935-IMVBB,83.0,High Risk
2535-PBCGC,0.0,Low Risk
2082-CEFLT,74.0,High Risk
1470-PSXNM,0.0,Low Risk
1213-NGCUN,50.0,Medium Risk
2498-XLDZR,0.0,Low Risk
9866-OCCKE,0.0,Low Risk
5338-YHWYT,1.0,Low Risk
7718-UPSKJ,0.0,Low Risk
8731-WBBMB,1.0,Low Risk
1448-CYWKC,0.0,Low Risk
7901-IIDQV,13.0,Low Risk
2690-DVRVK,8.0,Low Risk
5688-KZTSN,32.0,Medium Risk
1270-XKUCC,1.0,Low Risk
0334-ZFJSR,1.0,Low Risk
2894-QOJRX,51.0,Medium Risk
5747-PMBSQ,97.0,High Risk
5583-EJXRD,1.0,Low Risk
4565-EVZMJ,1.0,Low Risk
3143-JQEGI,97.0,High Risk
6386-SZZKH,95.0,High Risk
3327-YBAKM,0.0,Low Risk
9441-QHEVC,34.0,Medium Risk
6705-LNMDD,8.0,Low Risk
2580-ASVVY,1.0,Low Risk
3370-GQEAL,52.0,Medium Risk
5032-USPKF,0.0,Low Risk
2982-IHMFT,84.0,High Risk
3521-SYVOR,98.0,High Risk
4254-QPEDE,0.0,Low Risk
6283-GITPX,0.0,Low Risk
9526-JAWYF,92.0,High Risk
0771-CHWSK,0.0,Low Risk
9788-HNGUT,0.0,Low Risk
9495-REDIY,10.0,Low Risk
5375-XLDOF,0.0,Low Risk
1172-VIYBP,0.0,Low Risk
5649-VUKMC,97.0,High Risk
6559-PDZLR,5.0,Low Risk
8992-OBVDG,4.0,Low Risk
4273-MBHYA,89.0,High Risk
4724-WXVWF,1.0,Low Risk
5701-GUXDC,4.0,Low Risk
1460-UZPRJ,1.0,Low Risk
6082-GLJIX,8.0,Low Risk
5143-EGQFK,75.0,High Risk
4919-IKATY,97.0,High Risk
2495-TTHBQ,4.0,Low Risk
0485-ZBSLN,0.0,Low Risk
3810-PJUHR,0.0,Low Risk
9050-QLROH,88.0,High Risk
0847-HGRML,1.0,Low Risk
8232-CTLKO,0.0,Low Risk
9227-YBAXE,0.0,Low Risk
6168-WFVVF,70.0,High Risk
9860-LISIZ,7.000000000000001,Low Risk
0112-QAWRZ,28.000000000000004,Low Risk
0877-SDMBN,96.0,High Risk
2786-GCDPI,1.0,Low Risk
4043-MKDTV,0.0,Low Risk
8065-YKXKD,81.0,High Risk
9637-EIHEQ,61.0,High Risk
9229-RQABD,4.0,Low Risk
8313-KTIHG,30.0,Medium Risk
5320-BRKGK,0.0,Low Risk
6284-KMNUF,1.0,Low Risk
9689-PTNPG,84.0,High Risk
9465-RWMXL,61.0,High Risk
6229-UOLQL,1.0,Low Risk
2362-IBOOY,73.0,High Risk
3137-LUPIX,28.000000000000004,Low Risk
0843-WTBXE,50.0,Medium Risk
6143-JQKEA,40.0,Medium Risk
8676-OOQEJ,45.0,Medium Risk
5515-IDEJJ,38.0,Medium Risk
9701-CDXHR,15.0,Low Risk
7450-NWRTR,99.0,High Risk
8124-NZVGJ,28.000000000000004,Low Risk
2162-FRZAA,0.0,Low Risk
5376-DEQCP,87.0,High Risk
5118-MUEYH,1.0,Low Risk
9095-HFAFX,82.0,High Risk
5627-TVBPP,1.0,Low Risk
2379-ENZGV,69.0,High Risk
3936-QQFLL,14.000000000000002,Low Risk
2589-AYCRP,3.0,Low Risk
4067-HLYQI,57.99999999999999,Medium Risk
5124-EOGYE,3.0,Low Risk
5057-RKGLH,2.0,Low Risk
0292-WEGCH,1.0,Low Risk
8910-ICHIU,0.0,Low Risk
4097-YODCF,1.0,Low Risk
9715-WZCLW,0.0,Low Risk
9786-YWNHU,0.0,Low Risk
6407-GSJNL,2.0,Low Risk
6005-OBZPH,96.0,High Risk
4049-ZPALD,0.0,Low Risk
7932-WPTDS,93.0,High Risk
3733-UOCWF,3.0,Low Risk
6833-JMZYP,17.0,Low Risk
2722-VOJQL,99.0,High Risk
1310-QRITU,46.0,Medium Risk
8961-QDZZJ,1.0,Low Risk
9715-SBVSU,1.0,Low Risk
8490-BXHEO,45.0,Medium Risk
7173-TETGO,1.0,Low Risk
7929-SKFGK,14.000000000000002,Low Risk
2300-RQGOI,1.0,Low Risk
3563-SVYLG,0.0,Low Risk
5228-EXCET,54.0,Medium Risk
6435-VWCCY,0.0,Low Risk
4998-IKFSE,4.0,Low Risk
8630-QSGXK,0.0,Low Risk
2455-USLMV,6.0,Low Risk
7394-FKDNK,59.0,Medium Risk
9488-FVZCC,0.0,Low Risk
6331-LWDTQ,96.0,High Risk
5995-WWKKG,5.0,Low Risk
1597-FZREH,67.0,High Risk
7879-CGSFV,0.0,Low Risk
9921-EZKBY,1.0,Low Risk
7432-FFVAR,1.0,Low Risk
7246-ZGQDF,56.00000000000001,Medium Risk
7000-WCEVQ,12.0,Low Risk
0727-IWKVK,70.0,High Risk
5959-BELXA,98.0,High Risk
4456-RHSNB,14.000000000000002,Low Risk
3512-IZIKN,67.0,High Risk
2481-SBOYW,1.0,Low Risk
7109-MFBYV,11.0,Low Risk
1833-TCXKK,1.0,Low Risk
1832-PEUTS,0.0,Low Risk
6141-OOXUQ,34.0,Medium Risk
8660-BUETV,43.0,Medium Risk
0580-PIQHM,0.0,Low Risk
5696-CEIQJ,0.0,Low Risk
7503-ZGUZJ,88.0,High Risk
1696-HXOWK,0.0,Low Risk
3026-ATZYV,1.0,Low Risk
4012-YCFAI,0.0,Low Risk
2506-TNFCO,95.0,High Risk
9970-QBCDA,19.0,Low Risk
8718-PTMEZ,56.99999999999999,Medium Risk
9496-IVVRP,19.0,Low Risk
2207-OBZNX,10.0,Low Risk
2657-VPXTA,51.0,Medium Risk
6551-VLJMV,1.0,Low Risk
1221-GHZEP,0.0,Low Risk
9289-LBQVU,1.0,Low Risk
6142-VSJQO,70.0,High Risk
3458-IDMFK,1.0,Low Risk
6933-FHBZC,1.0,Low Risk
0221-NAUXK,7.000000000000001,Low Risk
9770-KXGQU,0.0,Low Risk
6437-UKHMV,73.0,High Risk
6538-POCHL,18.0,Low Risk
6726-NNFWD,0.0,Low Risk
3002-WQZWT,56.99999999999999,Medium Risk
4277-UDIEF,4.0,Low Risk
1208-NBVFH,22.0,Low Risk
4912-PIGUY,91.0,High Risk
1114-CENIM,97.0,High Risk
6060-DRTNL,59.0,Medium Risk
2725-TTRIQ,0.0,Low Risk
3374-TTZTK,90.0,High Risk
8990-ZXLSU,50.0,Medium Risk
2275-RBYQS,72.0,High Risk
8473-VUVJN,78.0,High Risk
6289-CPNLD,99.0,High Risk
5536-SLHPM,69.0,High Risk
4419-UJMUS,0.0,Low Risk
7794-JASDG,33.0,Medium Risk
7609-YBPXG,0.0,Low Risk
5519-TEEUH,3.0,Low Risk
7856-GANIL,0.0,Low Risk
0804-XBFBV,48.0,Medium Risk
2676-OXPPQ,14.000000000000002,Low Risk
3703-TTEPD,6.0,Low Risk
2799-TSLAG,1.0,Low Risk
0196-VULGZ,89.0,High Risk
8837-VVWLQ,52.0,Medium Risk
2696-NARTR,45.0,Medium Risk
2208-NKVVH,1.0,Low Risk
7614-QVWQL,99.0,High Risk
1976-CFOCS,74.0,High Risk
4631-OACRM,69.0,High Risk
7139-JZFVG,0.0,Low Risk
4987-GQWPO,22.0,Low Risk
3755-JBMNH,69.0,High Risk
1757-TCATG,2.0,Low Risk
6345-ULYRW,91.0,High Risk
4776-XSKYQ,12.0,Low Risk
8048-DSDFQ,52.0,Medium Risk
5753-QQWPW,2.0,Low Risk
6010-DDPPW,0.0,Low Risk
1809-DMJHQ,54.0,Medium Risk
6693-FRIRW,7.000000000000001,Low Risk
6586-MYGKD,0.0,Low Risk
3173-NVMPX,13.0,Low Risk
0248-PGHBZ,0.0,Low Risk
0623-GDISB,36.0,Medium Risk
2892-GESUL,1.0,Low Risk
6923-EFPNL,62.0,High Risk
7472-EQOAV,0.0,Low Risk
9574-RKJIF,98.0,High Risk
2043-WVTQJ,54.0,Medium Risk
8034-RYTVV,4.0,Low Risk
3863-QSTYI,2.0,Low Risk
2619-WFQWU,84.0,High Risk
5044-LRQAQ,56.99999999999999,Medium Risk
1716-LSAMB,1.0,Low Risk
1333-PBMXB,9.0,Low Risk
6546-OPBBH,2.0,Low Risk
5985-BEHZK,0.0,Low Risk
9127-QRZMH,2.0,Low Risk
5919-VCZYM,9.0,Low Risk
9644-KVCNC,1.0,Low Risk
2137-DQMEV,0.0,Low Risk
8174-LNWMW,2.0,Low Risk
9279-CJEOJ,16.0,Low Risk
7964-VEXDG,25.0,Low Risk
2404-JIBFC,0.0,Low Risk
0778-NELLA,65.0,High Risk
8029-XYPWT,2.0,Low Risk
4614-NUVZD,92.0,High Risk
4632-PAOYU,1.0,Low Risk
3803-KMQFW,59.0,Medium Risk
6804-GDMOI,98.0,High Risk
2990-OGYTD,0.0,Low Risk
6646-JPPHA,19.0,Low Risk
9572-MTILT,95.0,High Risk
7658-UYUQS,6.0,Low Risk
7880-XSOJX,17.0,Low Risk
9611-CTWIH,66.0,High Risk
4589-IUAJB,0.0,Low Risk
0329-GTIAJ,99.0,High Risk
8746-BFOAJ,3.0,Low Risk
8457-XIGKN,9.0,Low Risk
6072-NUQCB,3.0,Low Risk
6629-CZTTH,72.0,High Risk
8838-GPHZP,1.0,Low Risk
8750-QWZAJ,0.0,Low Risk
5364-EVNIB,98.0,High Risk
6918-UMQCG,55.00000000000001,Medium Risk
0675-NCDYU,0.0,Low Risk
6339-DKLMK,42.0,Medium Risk
1346-PJWTK,0.0,Low Risk
5088-QZLRL,56.99999999999999,Medium Risk
8023-QHAIO,22.0,Low Risk
4397-FRLTA,11.0,Low Risk
3057-VJJQE,1.0,Low Risk
5087-SUURX,94.0,High Risk
2302-OUZXB,0.0,Low Risk
8133-ANHHJ,0.0,Low Risk
2270-CHBFN,0.0,Low Risk
0013-EXCHZ,73.0,High Risk
5982-FPVQN,2.0,Low Risk
9107-UKCKY,1.0,Low Risk
4654-ULTTN,0.0,Low Risk
5550-VFRLC,94.0,High Risk
5546-BYZSM,7.000000000000001,Low Risk
1492-KGETH,1.0,Low Risk
4929-BSTRX,78.0,High Risk
4163-HFTUK,6.0,Low Risk
8215-NGSPE,1.0,Low Risk
2225-ZRGSG,84.0,High Risk
8859-YSTWS,4.0,Low Risk
5271-YNWVR,97.0,High Risk
7601-DHFWZ,5.0,Low Risk
2657-ALMWY,98.0,High Risk
6330-JKLPC,71.0,High Risk
4667-OHGKG,47.0,Medium Risk
1998-VHJHK,1.0,Low Risk
1707-HABPF,1.0,Low Risk
1660-HSOOQ,78.0,High Risk
7253-UVNDW,8.0,Low Risk
0487-VVUVK,9.0,Low Risk
7228-OMTPN,98.0,High Risk
5063-IUOKK,1.0,Low Risk
4508-OEBEY,1.0,Low Risk
0027-KWYKW,60.0,Medium Risk
2308-STERM,21.0,Low Risk
5982-XMDEX,0.0,Low Risk
6284-AHOOQ,84.0,High Risk
6051-PTVNS,5.0,Low Risk
2344-JMOGN,44.0,Medium Risk
3799-ISUZQ,56.00000000000001,Medium Risk
2877-VDUER,2.0,Low Risk
9152-AMKAK,2.0,Low Risk
1794-HBQTJ,36.0,Medium Risk
9432-VOFYX,51.0,Medium Risk
8049-WJCLQ,28.000000000000004,Low Risk
6586-PSJOX,6.0,Low Risk
2460-FPSYH,98.0,High Risk
9705-ZJBCG,7.000000000000001,Low Risk
4818-DRBQT,56.99999999999999,Medium Risk
1320-HTRDR,81.0,High Risk
6847-KJLTS,1.0,Low Risk
9670-BPNXF,2.0,Low Risk
3913-FCUUW,0.0,Low Risk
3301-VKTGC,1.0,Low Risk
1493-AMTIE,56.99999999999999,Medium Risk
9555-SAHUZ,3.0,Low Risk
0816-TSPHQ,9.0,Low Risk
9932-WBWIK,12.0,Low Risk
4619-EVPHY,3.0,Low Risk
5286-YHCVC,0.0,Low Risk
6424-ELEYH,84.0,High Risk
4391-RESHN,99.0,High Risk
9115-YQHGA,11.0,Low Risk
4462-CYWMH,1.0,Low Risk
8963-MQVYN,18.0,Low Risk
2458-EOMRE,10.0,Low Risk
9334-GWGOW,72.0,High Risk
6821-BUXUX,60.0,Medium Risk
5028-HTLJB,71.0,High Risk
9801-GDWGV,90.0,High Risk
6542-LWGXJ,64.0,High Risk
5567-GZKQY,3.0,Low Risk
1222-LRYKO,12.0,Low Risk
2320-JRSDE,30.0,Medium Risk
2087-QAREY,7.000000000000001,Low Risk
0601-WZHJF,52.0,Medium Risk
4423-JWZJN,1.0,Low Risk
5143-WMWOG,35.0,Medium Risk
6490-FGZAT,10.0,Low Risk
5393-RXQSZ,89.0,High Risk
7452-FOLON,4.0,Low Risk
2320-TZRRH,2.0,Low Risk
0231-LXVAP,85.0,High Risk
9444-JTXHZ,94.0,High Risk
4942-VZZOM,1.0,Low Risk
5510-BOIUJ,31.0,Medium Risk
7502-BNYGS,3.0,Low Risk
4291-HYEBC,8.0,Low Risk
6147-CBCRA,8.0,Low Risk
6047-SUHPR,2.0,Low Risk
4471-KXAUH,65.0,High Risk
9752-ZNQUT,57.99999999999999,Medium Risk
7638-QVMVY,73.0,High Risk
1576-PFZIW,0.0,Low Risk
5666-MBJPT,1.0,Low Risk
7312-XSBAT,28.999999999999996,Low Risk
3096-GKWEB,19.0,Low Risk
2371-JQHZZ,8.0,Low Risk
0674-GCDXG,0.0,Low Risk
1121-QSIVB,46.0,Medium Risk
4396-KLSEH,33.0,Medium Risk
3244-DCJWY,87.0,High Risk
2824-MYYBN,4.0,Low Risk
0875-CABNR,97.0,High Risk
6345-HOVES,28.000000000000004,Low Risk
8318-LCNBW,1.0,Low Risk
6469-QJKZW,22.0,Low Risk
0147-ESWWR,2.0,Low Risk
1217-VASWC,0.0,Low Risk
7812-FZHPE,24.0,Low Risk
6370-ZVHDV,1.0,Low Risk
5915-DGNVC,52.0,Medium Risk
6260-XLACS,8.0,Low Risk
3566-CAAYU,0.0,Low Risk
4983-CCWMC,46.0,Medium Risk
9103-CXVOK,38.0,Medium Risk
2896-TBNBE,3.0,Low Risk
4797-AXPXK,54.0,Medium Risk
5229-PRWKT,82.0,High Risk
6982-UQZLY,77.0,High Risk
2522-WLNSF,2.0,Low Risk
3841-CONLJ,86.0,High Risk
5057-LCOUI,95.0,High Risk
0193-ESZXP,96.0,High Risk
4475-NVTLU,2.0,Low Risk
4369-HTUIF,61.0,High Risk
9386-LDCZR,0.0,Low Risk
9585-KKMFD,1.0,Low Risk
5399-ZIMKF,64.0,High Risk
0336-KXKFK,0.0,Low Risk
5619-XZZKR,5.0,Low Risk
3948-FVVRP,18.0,Low Risk
5327-XOKKY,0.0,Low Risk
0983-TATYJ,3.0,Low Risk
1813-JYWTO,1.0,Low Risk
0156-FVPTA,59.0,Medium Risk
1984-FCOWB,98.0,High Risk
0654-HMSHN,98.0,High Risk
6719-OXYBR,21.0,Low Risk
3312-ZWLGF,52.0,Medium Risk
6476-YHMGA,7.000000000000001,Low Risk
5287-QWLKY,84.0,High Risk
0795-XCCTE,0.0,Low Risk
0168-XZKBB,65.0,High Risk
3785-NRHYR,34.0,Medium Risk
5196-SGOAK,86.0,High Risk
4537-DKTAL,59.0,Medium Risk
7072-MBHEV,40.0,Medium Risk
5602-BVFMK,3.0,Low Risk
6297-NOOPG,0.0,Low Risk
1891-UAWWU,87.0,High Risk
8204-TIFGJ,6.0,Low Risk
8050-DVOJX,0.0,Low Risk
6108-OQZDQ,86.0,High Risk
0363-QJVFX,97.0,High Risk
8903-XEBGX,66.0,High Risk
8169-SAEJD,0.0,Low Risk
9840-DVNDC,73.0,High Risk
1089-XZWHH,1.0,Low Risk
2325-WINES,1.0,Low Risk
6064-ZATLR,5.0,Low Risk
3096-JRDSO,30.0,Medium Risk
7824-PANSQ,10.0,Low Risk
8042-JVNFH,82.0,High Risk
9648-BCHKM,4.0,Low Risk
2888-ADFAO,2.0,Low Risk
8707-HOEDG,0.0,Low Risk
3374-LXDEV,96.0,High Risk
4072-IPYLT,5.0,Low Risk
7167-PCEYD,1.0,Low Risk
4936-YPJNK,28.999999999999996,Low Risk
1580-BMCMR,15.0,Low Risk
4817-KEQSP,0.0,Low Risk
6408-WHTEF,0.0,Low Risk
9251-AWQGT,1.0,Low Risk
8749-CLJXC,52.0,Medium Risk
7989-VCQOH,6.0,Low Risk
5049-GLYVG,52.0,Medium Risk
4199-QHJNM,0.0,Low Risk
8882-TLVRW,0.0,Low Risk
5883-GTGVD,96.0,High Risk
5135-GRQJV,0.0,Low Risk
2384-OVPSA,1.0,Low Risk
1371-WEPDS,7.000000000000001,Low Risk
3580-GICBM,1.0,Low Risk
4817-QRJSX,83.0,High Risk
9730-DRTMJ,3.0,Low Risk
4686-UXDML,14.000000000000002,Low Risk
3349-ANQNH,61.0,High Risk
2398-YPMUR,63.0,High Risk
0932-YIXYU,1.0,Low Risk
7480-SPLEF,0.0,Low Risk
7636-XUHWW,26.0,Low Risk
1431-CYWMH,7.000000000000001,Low Risk
5937-EORGB,24.0,Low Risk
6349-JDHQP,6.0,Low Risk
5539-HIVAK,12.0,Low Risk
5847-MXBEO,2.0,Low Risk
9985-MWVIX,85.0,High Risk
4583-PARNH,18.0,Low Risk
1116-FRYVH,0.0,Low Risk
1421-HCERK,2.0,Low Risk
9633-XQABV,70.0,High Risk
0716-BQNDX,0.0,Low Risk
1265-XTECC,90.0,High Risk
1183-CANVH,27.0,Low Risk
1972-XMUWV,1.0,Low Risk
8679-LZBMD,1.0,Low Risk
3407-JMJQQ,0.0,Low Risk
6252-DFGTK,6.0,Low Risk
1539-LNKHM,10.0,Low Risk
8645-KOMJQ,0.0,Low Risk
0289-IVARM,1.0,Low Risk
9761-XUJWD,20.0,Low Risk
4057-FKCZK,3.0,Low Risk
4291-TPNFG,0.0,Low Risk
6087-YPWHO,0.0,Low Risk
3090-QFUVD,27.0,Low Risk
2237-ZFSMY,79.0,High Risk
1722-LDZJS,4.0,Low Risk
1818-ESQMW,6.0,Low Risk
4871-JTKJF,94.0,High Risk
1415-YFWLT,92.0,High Risk
7401-RUBNK,42.0,Medium Risk
0506-YLVKJ,1.0,Low Risk
8661-BOYNW,0.0,Low Risk
6711-VTNRE,82.0,High Risk
4815-GBTCD,60.0,Medium Risk
2805-AUFQN,1.0,Low Risk
0980-PVMRC,5.0,Low Risk
7233-DRTRF,0.0,Low Risk
3500-RMZLT,30.0,Medium Risk
3873-NFTGI,22.0,Low Risk
1162-ECVII,0.0,Low Risk
7048-GXDAY,1.0,Low Risk
8571-ZCMCX,1.0,Low Risk
1169-WCVAK,17.0,Low Risk
4548-SDBKE,87.0,High Risk
8066-POXGX,65.0,High Risk
7129-CAKJW,70.0,High Risk
8695-ARGXZ,69.0,High Risk
3570-YUEKJ,11.0,Low Risk
4143-OOBWZ,87.0,High Risk
1555-HAPSU,0.0,Low Risk
1697-NVVGY,6.0,Low Risk
7854-EKTJL,30.0,Medium Risk
8464-EETCQ,2.0,Low Risk
2419-FSORS,0.0,Low Risk
8132-YPVBX,42.0,Medium Risk
9102-IAYHT,73.0,High Risk
6754-LZUKA,0.0,Low Risk
3422-LYEPQ,84.0,High Risk
8099-MZPUJ,2.0,Low Risk
0787-LHDYT,12.0,Low Risk
2642-DTVCO,86.0,High Risk
0374-IOEGQ,53.0,Medium Risk
4361-JEIVL,60.0,Medium Risk
3197-NNYNB,0.0,Low Risk
3396-DKDEL,0.0,Low Risk
1752-OZXFY,1.0,Low Risk
9066-QRSDU,3.0,Low Risk
9112-WSNPU,52.0,Medium Risk
9867-NNXLC,3.0,Low Risk
5321-NTRKC,0.0,Low Risk
1363-TXLSL,87.0,High Risk
9507-EXLTT,95.0,High Risk
3161-GETRM,28.000000000000004,Low Risk
0402-OAMEN,0.0,Low Risk
6933-VLYFX,1.0,Low Risk
6754-WKSHP,6.0,Low Risk
9846-GKXAS,98.0,High Risk
6017-PPLPX,55.00000000000001,Medium Risk
4976-LNFVV,15.0,Low Risk
5055-MGMGF,0.0,Low Risk
4641-FROLU,1.0,Low Risk
2862-JVEOY,8.0,Low Risk
2969-QWUBZ,45.0,Medium Risk
9822-BIIGN,3.0,Low Risk
2077-MPJQO,73.0,High Risk
1534-OULXE,1.0,Low Risk
7136-RVDTZ,98.0,High Risk
2971-SGAFL,13.0,Low Risk
1480-IVEVR,5.0,Low Risk
2905-KFQUV,75.0,High Risk
4581-SSPWD,77.0,High Risk
3370-HXOPH,69.0,High Risk
9391-YZEJW,1.0,Low Risk
9958-MEKUC,0.0,Low Risk
0281-CNTZX,1.0,Low Risk
6927-WTFIV,40.0,Medium Risk
4118-CEVPF,0.0,Low Risk
3398-ZOUAA,59.0,Medium Risk
9114-VEPUF,50.0,Medium Risk
7876-BEUTG,32.0,Medium Risk
2338-BQEZT,3.0,Low Risk
9873-MNDKV,25.0,Low Risk
0378-NHQXU,50.0,Medium Risk
8241-JUIQO,3.0,Low Risk
2194-IIQOF,0.0,Low Risk
4512-ZUIYL,74.0,High Risk
9631-RXVJM,2.0,Low Risk
9584-EXCDZ,35.0,Medium Risk
7969-AULMZ,98.0,High Risk
5093-FEGLU,1.0,Low Risk
2621-UDNLU,19.0,Low Risk
7526-IVLYU,22.0,Low Risk
2428-HYUNX,1.0,Low Risk
9214-EKVXR,63.0,High Risk
3410-MHHUM,0.0,Low Risk
0568-ONFPC,35.0,Medium Risk
0733-VUNUW,26.0,Low Risk
4550-EVXNY,93.0,High Risk
2122-YWVYA,34.0,Medium Risk
2968-SSGAA,88.0,High Risk
2296-DKZFP,0.0,Low Risk
4844-JJWUY,99.0,High Risk
6777-TGHTM,98.0,High Risk
8909-BOLNL,9.0,Low Risk
6603-YRDCJ,1.0,Low Risk
3538-WZPHD,78.0,High Risk
3229-USWAR,1.0,Low Risk
2138-VFAPZ,2.0,Low Risk
6131-JLWZM,10.0,Low Risk
4785-QRJHC,65.0,High Risk
0269-XFESX,2.0,Low Risk
1709-EJDOX,1.0,Low Risk
4316-XCSLJ,15.0,Low Risk
8610-WFCJF,92.0,High Risk
9693-XMUOB,4.0,Low Risk
0383-CLDDA,0.0,Low Risk
4905-JEFDW,97.0,High Risk
2709-UQGNP,11.0,Low Risk
3549-ZTMNH,3.0,Low Risk
7881-INRLC,99.0,High Risk
8033-ATFAS,11.0,Low Risk
1635-NZATJ,0.0,Low Risk
0562-HKHML,0.0,Low Risk
8277-RVRSV,4.0,Low Risk
9943-VSZUV,28.999999999999996,Low Risk
0117-LFRMW,96.0,High Risk
6172-FECYY,78.0,High Risk
7054-ENNGU,12.0,Low Risk
1455-HFBXA,0.0,Low Risk
9402-CXWPL,1.0,Low Risk
1628-BIZYP,89.0,High Risk
1965-AKTSX,76.0,High Risk
0082-LDZUE,60.0,Medium Risk
4786-UKSNZ,52.0,Medium Risk
5343-SGUBI,9.0,Low Risk
0856-NAOES,23.0,Low Risk
1976-AZZPJ,17.0,Low Risk
7248-VZQLC,91.0,High Risk
6156-UZDLF,1.0,Low Risk
3099-OONVS,17.0,Low Risk
9500-WBGRP,1.0,Low Risk
5183-KLYEM,0.0,Low Risk
5144-PQCDZ,27.0,Low Risk
8514-VZHEB,2.0,Low Risk
6625-IUTTT,0.0,Low Risk
9355-NPPFS,39.0,Medium Risk
0068-FIGTF,0.0,Low Risk
5965-GGPRW,0.0,Low Risk
8035-PWSEV,59.0,Medium Risk
2236-HILPA,0.0,Low Risk
1840-BIUOG,31.0,Medium Risk
1356-MKYSK,15.0,Low Risk
6080-LNESI,1.0,Low Risk
1830-IPXVJ,1.0,Low Risk
5828-DWPIL,7.000000000000001,Low Risk
8398-TBIYD,0.0,Low Risk
0011-IGKFF,99.0,High Risk
4192-GORJT,99.0,High Risk
6496-SLWHQ,89.0,High Risk
9912-GVSEQ,95.0,High Risk
2931-FSOHN,14.000000000000002,Low Risk
9418-RUKPH,2.0,Low Risk
5383-MMTWC,86.0,High Risk
9971-ZWPBF,1.0,Low Risk
4712-AUQZO,7.000000000000001,Low Risk
9711-FJTBX,2.0,Low Risk
2908-ZTPNF,20.0,Low Risk
7240-ETPTR,70.0,High Risk
2202-CUYXZ,90.0,High Risk
5995-OIGLP,21.0,Low Risk
8421-WZOOW,0.0,Low Risk
6261-RCVNS,95.0,High Risk
7951-QKZPL,5.0,Low Risk
1414-YADCW,0.0,Low Risk
8756-RDDLT,1.0,Low Risk
2862-PFNIK,67.0,High Risk
5816-QVHRX,42.0,Medium Risk
4430-YHXGG,23.0,Low Risk
6888-SBYAI,33.0,Medium Risk
7395-XWZOY,9.0,Low Risk
7169-YWAMK,0.0,Low Risk
3640-PHQXK,99.0,High Risk
6877-LGWXO,45.0,Medium Risk
6859-RKMZJ,28.999999999999996,Low Risk
2729-VNVAP,1.0,Low Risk
2957-JIRMN,41.0,Medium Risk
2049-BAFNW,47.0,Medium Risk
3842-QTGDL,15.0,Low Risk
7163-OCEQI,3.0,Low Risk
9782-LGXMC,3.0,Low Risk
5975-BAICR,1.0,Low Risk
8019-ENHXU,97.0,High Risk
5167-GBFRE,72.0,High Risk
9033-EOXWV,47.0,Medium Risk
4673-KKSLS,3.0,Low Risk
4853-OITSN,55.00000000000001,Medium Risk
9800-OUIGR,0.0,Low Risk
1324-NLTJE,90.0,High Risk
2324-EFHVG,0.0,Low Risk
7094-MSZAO,11.0,Low Risk
1522-VVDMG,96.0,High Risk
6907-CQGPN,14.000000000000002,Low Risk
0780-XNZFN,10.0,Low Risk
0239-OXEXL,3.0,Low Risk
2675-IJRGJ,9.0,Low Risk
7049-GKVZY,2.0,Low Risk
8577-QSOCG,1.0,Low Risk
3721-CNZHX,3.0,Low Risk
0212-ISBBF,31.0,Medium Risk
9185-TQCVP,79.0,High Risk
3585-YNADK,0.0,Low Risk
5271-DBYSJ,48.0,Medium Risk
1099-GODLO,7.000000000000001,Low Risk
6828-HMKWP,1.0,Low Risk
5567-WSELE,85.0,High Risk
1472-TNCWL,1.0,Low Risk
8063-RJYNF,98.0,High Risk
0687-ZVTHB,81.0,High Risk
2080-GKCWQ,40.0,Medium Risk
9661-ACXBS,97.0,High Risk
2193-SFWQW,0.0,Low Risk
5656-JAMLX,1.0,Low Risk
3462-BJQQA,72.0,High Risk
0442-TDYUO,2.0,Low Risk
6733-LRIZX,1.0,Low Risk
9503-XJUME,2.0,Low Risk
4367-NHWMM,77.0,High Risk
3727-RJMEO,87.0,High Risk
3779-OSWCF,0.0,Low Risk
6736-DHUQI,1.0,Low Risk
3915-ODIYG,1.0,Low Risk
1360-RCYRT,34.0,Medium Risk
2724-FJDYW,2.0,Low Risk
4451-RWASJ,13.0,Low Risk
6646-VRFOL,99.0,High Risk
3460-TJBWI,1.0,Low Risk
5917-HBSDW,13.0,Low Risk
5685-IIXLY,76.0,High Risk
5671-UUNXD,45.0,Medium Risk
0956-ACVZC,1.0,Low Risk
2325-NBPZG,37.0,Medium Risk
4250-ZBWLV,99.0,High Risk
4482-FTFFX,40.0,Medium Risk
8859-DZTGQ,2.0,Low Risk
0440-MOGPM,1.0,Low Risk
0020-JDNXP,1.0,Low Risk
3752-CQSJI,13.0,Low Risk
5025-GOOKI,6.0,Low Risk
4698-KVLLG,2.0,Low Risk
5095-AESKG,86.0,High Risk
2887-JPYLU,5.0,Low Risk
4770-QAZXN,12.0,Low Risk
